Calender_Year_Year End,Name,Ticker,Primary_Prospectus_Benchmark,#_of_Holdings,Turnover_Ratio,Total_Market_Value,P_B,P_C,P_E,P_S,Debt_to_Capital,Net_Margin,ROA,ROE,Equity_Style_Factor_P_E,Equity_Style_Factor_P_B,Equity_Style_Factor_P_S,Equity_Style_Factor_P_C,Equity_Style_Factor_Div_Yld,Equity_Style_Factor_LT_Earn_Growth,Equity_Style_Factor_Hist_Earn_Growth,Equity_Style_Factor_BV_Growth,Equity_Style_Factor_Sales_Growth,Equity_Style_Factor_CF_Growth,1Yr_Return,1Yr_Return_BM
2014,WesMark Growth,WMKGX,S&P 500 TR USD,77,16,"57,441",2.93,11.66,19.22,1.65,36.99,14.84,7.78,20.76,16.7,2.7,1.6,7.94,1.64,11.56,14.47,9.25,7.01,15.24,-1.94,1.38
2014,Jamestown Equity,JAMEX,S&P 500 TR USD,52,21,"57,448",2.32,9.72,17.02,1.22,37.36,12.35,6.96,18.43,15.99,2.21,1.24,6.89,1.9,10.57,12.36,8.21,6.4,9.8,-3,1.38
2014,Invesco Value Opportunities A,VVOAX,S&P 500 TR USD,54,16,"57,482",1.32,6.84,14.27,1.03,40.29,12.25,3.73,13.5,13,1.29,1.02,3.46,2.55,8.77,1.17,4.62,2.85,1.13,-10.43,1.38
2014,FBP Equity & Dividend Plus,FBPEX,S&P 500 TR USD,50,24,"57,528",1.92,8.03,15.7,1.13,36.32,10.53,5.74,17.45,14.2,1.86,1.11,5.32,3.43,7.66,-0.21,3.47,1.16,2.18,-7.91,1.38
2014,MainStay Common Stock A,MSOAX,S&P 500 TR USD,159,165,"57,746",2.5,9.59,17.34,1.23,35.28,12.66,8.28,21.8,15.86,2.24,1.21,6.84,2.04,9.88,8.38,7.37,4.12,5.36,0.56,1.38
2014,FidelityÂ Large Cap Stock,FLCSX,S&P 500 TR USD,193,31,"57,986",2.24,11,17.8,1.89,40.26,14.29,6.45,18.97,16.16,2.12,1.87,5.1,2.11,9.94,7.99,5.71,1.46,6.29,-3.17,1.38
2014,Chesapeake Growth,CHCGX,S&P 500 TR USD,41,49,"58,091",2.93,13.37,20.77,2.06,29.77,10.12,7.38,15.28,20.05,2.45,2.08,6.81,0.64,13.01,81.99,12.32,0.56,10.76,7.14,1.38
2014,American Funds Income Fund of Amer A,AMECX,S&P 500 TR USD,"1,652",39,"58,168",2.62,10.52,19.18,1.79,40.98,14.27,6.92,20.92,17.29,2.19,1.8,7.51,3.5,8.23,0.65,4.44,0.24,2.8,-1.48,1.38
2014,Hennessy Equity and Income Institutional,HEIIX,S&P 500 TR USD,177,28,"58,370",2.52,10.04,18.41,1.99,35.57,14.64,7.95,20.58,17.37,2.37,1.97,8.25,2.2,8.96,8.97,6.69,3.17,1.99,-2.25,1.38
2014,Hotchkis & Wiley Large Cap Value I,HWLIX,S&P 500 TR USD,57,57,"59,063",1.54,8.39,16.35,1.19,37.57,13.25,5.8,17.3,14.27,1.43,1.21,3.95,2.45,8.62,-1.41,5.91,-8.29,7.4,-7.77,1.38
2014,Fidelity AdvisorÂ Large Cap I,FALIX,S&P 500 TR USD,191,28,"59,320",2.23,10.95,17.81,1.89,40.24,14.32,6.49,19,16.15,2.11,1.87,5.05,2.11,9.92,7.91,5.78,1.62,6.33,-3.41,1.38
2014,FidelityÂ PuritanÂ,FPURX,S&P 500 TR USD,"1,201",160,"59,366",2.9,13.32,20.81,1.97,35.24,13.88,7.41,18.3,18.21,2.75,1.96,7.28,1.47,11.28,8.41,7.44,6.28,8.84,1.77,1.38
2014,Government Street Equity,GVEQX,S&P 500 TR USD,99,36,"59,468",2.93,12.65,19,1.99,33.13,15.51,8.86,22.13,17.63,2.46,1.99,8.24,2,10.48,9.13,8.85,-1.95,8.87,0.86,1.38
2014,Pioneer Core Equity A,PIOTX,S&P 500 TR USD,79,57,"59,831",2.7,11.47,19.54,1.76,35.55,13.78,8.67,21.61,16.54,2.54,1.78,7.86,1.66,10.55,13.96,7.39,3.85,12.06,-1.49,1.38
2014,Fidelity AdvisorÂ Capital Development O,FDETX,S&P 500 TR USD,188,115,"59,979",2.24,11,18.12,1.89,40.23,14.07,6.43,18.77,16.24,2.11,1.86,5.08,2.11,9.93,7.99,5.99,1.71,6.36,-2.69,1.38
2014,Quaker Strategic Growth A,QUAGX,S&P 500 TR USD,63,170,"60,016",3.76,12.45,21.1,2.11,36.16,16.17,10.15,25.56,17.36,3.36,2.42,10.84,1.09,13.55,16.38,8,3.89,10.97,0.71,1.38
2014,Oakmark Select Investor,OAKLX,S&P 500 TR USD,21,37,"60,089",1.65,7.55,18.78,1.89,34.7,13.51,6.2,13.83,16.38,1.48,1.86,3.63,1.16,9.76,7.21,7.04,-4.81,10.14,-3.58,1.38
2014,Rainier Large Cap Equity Original,RIMEX,S&P 500 TR USD,60,81.53,"60,221",3.4,13.13,21.23,2.52,34.24,15.71,9.55,22.94,19.22,3.15,2.54,6.07,1.02,14.29,21.87,9.07,7.77,25.64,0.77,1.38
2014,Davenport Core,DAVPX,S&P 500 TR USD,57,29,"60,290",2.56,13.16,20.28,1.44,38.61,12.7,6.37,17.66,18.3,2.4,1.43,8.26,1.41,10.57,27.07,9.46,10.37,3.98,-0.14,1.38
2014,T. Rowe Price Growth & Income,PRGIX,S&P 500 TR USD,95,15.2,"60,562",3.1,13.02,21.57,1.87,37.51,13.95,8.09,20.84,18.5,2.89,1.91,8.33,1.68,10.56,9.42,5.93,6.48,8.63,4.12,1.38
2014,Forester Value N,FVALX,S&P 500 TR USD,38,6.91,"60,818",2.57,11.29,17.7,1.28,36.82,12.05,7.08,19.46,16.2,2.52,1.24,9.6,2.08,8.49,9.2,3.95,3.57,7.63,-5.72,1.38
2014,Dreyfus Growth & Income,DGRIX,S&P 500 TR USD,131,49.93,"61,202",2.66,12.36,19.87,1.72,33.87,12.95,7.78,18.65,17.75,2.57,1.72,7.19,1.69,11.61,9.74,7.15,3.4,11.39,1.62,1.38
2014,Janus Growth and Income D,JNGIX,S&P 500 TR USD,74,23,"61,304",3.37,12.22,17.77,1.75,43.03,14.85,8.76,28.34,15.94,2.95,1.72,7.27,2.94,8.6,2.43,9.55,5.18,5.14,1.44,1.38
2014,FidelityÂ Select Consumer Staples Port,FDFAX,S&P 500 TR USD,62,31,"61,471",4.54,14.83,22.96,1.15,42.53,12.44,10.18,31.27,19.71,4.24,1.08,13.72,2.48,9.53,7.46,4.62,8.83,8.54,1.9,1.38
2014,Clipper,CFIMX,S&P 500 TR USD,22,38,"61,495",2.14,,16.42,1.52,36.16,12.34,4.68,14.38,19.66,1.95,1.48,9.73,1.18,11.85,8.51,8.23,7.87,-0.44,6.44,1.38
2014,Calamos Opportunistic Value A,CVAAX,S&P 500 TR USD,49,165.4,"61,774",2.3,12.16,18.01,1.93,38.23,14.96,7.33,19.62,16.02,2.05,2.03,4.74,2.38,9.56,8.05,7.42,-3.25,-7.37,-3.99,1.38
2014,Prudential Jennison 20/20 Focus Z,PTWZX,S&P 500 TR USD,45,88,"62,549",3.34,14.65,20.67,1.87,30.02,13.45,7.68,16.3,20.38,2.96,1.77,8.73,1.36,13.32,9.69,6.66,5.43,7.72,4.77,1.38
2014,Prudential QMA Large-Cap Core Equity Z,PTEZX,S&P 500 TR USD,189,91,"62,584",2.74,11.73,17.74,1.35,36.09,14.28,8.83,22.42,15.8,2.6,1.32,7.38,1.94,10.31,10.11,6.97,5.79,6.7,0.01,1.38
2014,Janus Aspen Balanced Instl,JABLX,S&P 500 TR USD,416,87,"62,684",3.7,13.02,18.88,1.79,39.17,14.7,9.55,26.23,15.81,3.14,1.76,8.21,2.22,10.07,2.31,11.5,4.51,5.43,0.62,1.38
2014,Janus Balanced D,JANBX,S&P 500 TR USD,408,72,"62,685",3.71,13.02,18.88,1.79,39.19,14.72,9.56,26.27,15.81,3.14,1.76,8.21,2.22,10.08,2.31,11.48,4.5,5.47,0.6,1.38
2014,Columbia Select Large Cap Equity Z,NSEPX,S&P 500 TR USD,66,184,"63,160",2.99,11.64,18.01,1.73,39.8,12.68,7.12,21.63,17.02,2.38,1.71,6.39,1.92,11.57,15.94,8.67,7.39,11.72,3.89,1.38
2014,Saratoga Financial Service A,SFPAX,S&P 500 TR USD,35,18,"63,249",1.39,,14.76,2.35,42.22,18.65,2.11,12.36,13.14,1.32,2.42,3.38,1.93,9.66,15.26,6.79,-6.57,0.46,-6.6,1.38
2014,Columbia Disciplined Core K,RQEYX,S&P 500 TR USD,89,73,"63,282",2.64,9.85,17.06,1.25,39.45,14.82,9.15,24.45,15.73,2.24,1.21,6.35,2.3,9.89,11.26,6.33,5.87,11.33,0.87,1.38
2014,MFS Blended Research Core Equity I,MUSEX,S&P 500 TR USD,83,42,"63,751",2.49,10.97,18.04,1.48,36.44,13.94,8.06,20.23,15.85,2.29,1.43,6.73,2.07,9.28,9.71,6.58,4.78,4.84,0.92,1.38
2014,American Funds American Mutual A,AMRMX,S&P 500 TR USD,242,16,"63,817",2.99,10.88,18.97,1.87,41.24,13.69,7.53,25.14,16.74,2.45,1.85,8.9,2.86,9.11,8.03,6.37,2.57,4.48,-2.83,1.38
2014,Gabelli Dividend Growth AAA,GABBX,S&P 500 TR USD,58,23,"63,826",2.22,9.37,17.07,1.4,35.61,13.82,7.38,19.71,14.96,1.93,1.33,4.96,2.37,10.26,0.77,6.09,-5.75,5.66,-5.63,1.38
2014,T. Rowe Price Capital Opportunity,PRCOX,S&P 500 TR USD,272,37.2,"63,836",2.78,11.87,19.83,1.81,37.13,13.65,8.12,20.81,17.54,2.61,1.81,7.47,1.86,10.32,11,7.04,4.95,5.92,2.9,1.38
2014,Franklin Income A,FKINX,S&P 500 TR USD,691,36.03,"63,872",1.9,7.32,15.71,1.12,39.79,10.17,4.88,15.43,14.67,1.7,1.13,6.58,3.78,6.93,-5.24,6.22,2.81,2.24,-7.81,1.38
2014,State Street Instl US Lg-Cp Core Eq Inv,SILCX,S&P 500 TR USD,72,45,"63,937",2.32,10.91,17.22,1.5,37.08,12.61,6.45,18.35,16.48,2.15,1.5,6.57,2,10.39,14.3,6.2,-1.07,10.26,-4.07,1.38
2014,Vanguard Growth & Income Inv,VQNPX,S&P 500 TR USD,634,133,"64,190",2.76,10.73,18.15,1.57,38.94,13.45,8.06,23.31,16.49,2.48,1.54,7.42,2.11,9.53,7.64,6.31,3.39,5.09,1.92,1.38
2014,American Century Sustainable Equity A,AFDAX,S&P 500 TR USD,204,41,"64,198",2.81,10.95,17.23,1.5,35.19,15.44,9.24,24.18,16.46,2.41,1.5,6.93,2.14,9.79,11.08,6.89,-0.11,4.4,-1.92,1.38
2014,MFS Total Return A,MSFRX,S&P 500 TR USD,776,35,"64,846",2.27,10.78,16.95,1.59,38.27,14.03,7.29,20.75,15.44,2.03,1.57,6.12,2.48,9.17,6.3,5.64,3,4.01,-0.38,1.38
2014,Columbia Large Cap Enhanced Core Z,NMIMX,S&P 500 TR USD,117,101,"64,857",2.58,10.09,16.89,1.45,37.94,15,9.2,24.19,16.22,2.34,1.42,6.89,2.17,9.57,13.17,7.21,5.24,8.74,-0.07,1.38
2014,Dreyfus Disciplined Stock,DDSTX,S&P 500 TR USD,77,69.22,"64,971",2.2,11.28,18.31,1.57,33.44,13.9,7.46,18.48,16.22,2.15,1.57,6.44,1.93,10.59,6.24,6.19,1.6,10.1,2.62,1.38
2014,BNY Mellon Large Cap Stock M,MPLCX,S&P 500 TR USD,120,142.41,"65,093",2.91,10.51,17.89,1.49,36.04,15.14,9.6,25.29,16.41,2.57,1.45,7.92,1.97,10.39,14.18,6.68,6,10.07,-0.61,1.38
2014,Vanguard PRIMECAP Inv,VPMCX,S&P 500 TR USD,125,11,"65,151",3.69,12.82,22.15,2.37,28.03,15.86,10.04,21.72,18.53,3.4,2.38,12.56,1.61,12.38,10.94,6.92,4.36,4.34,2.58,1.38
2014,Integrity Growth & Income A,IGIAX,S&P 500 TR USD,48,73.25,"65,195",2.65,12.92,17.69,1.82,40.29,12.63,7.44,20.98,15.34,2.5,1.83,5.41,1.93,11.17,17.17,5.71,3.96,11.03,-2.09,1.38
2014,Sentinel Common Stock A,SENCX,S&P 500 TR USD,84,19,"65,343",3.05,11.37,17.94,2.04,37.16,16.45,8.92,25.35,16.8,2.84,1.96,7.65,2.3,9.26,9.13,7.76,6.19,7.09,0.53,1.38
2014,UTC North American,UTCNX,S&P 500 TR USD,81,4.79,"65,456",3.06,12.44,20,1.55,34.14,14.02,8.87,21.22,17.24,2.58,1.49,9.45,1.82,11.52,4.01,9.25,6.4,9.62,-3.71,1.38
2014,Capital Advisors Growth,CIAOX,S&P 500 TR USD,35,35.9,"65,631",2.92,13.14,18.67,1.92,39.29,17.26,7.95,19,18.34,2.61,1.81,9.72,1.5,11.86,0.61,9.83,7.89,5.05,-3.22,1.38
2014,JPMorgan US Equity L,JMUEX,S&P 500 TR USD,178,73,"65,781",2.64,11.87,19.88,1.73,34.06,13.24,7.68,18.98,17.26,2.46,1.72,7.79,1.68,11.88,5.75,6.73,2.42,9.59,0.79,1.38
2014,Goldman Sachs US Eq Div and Prem Instl,GSPKX,S&P 500 TR USD,207,53,"66,058",2.64,10.46,18.64,1.77,38.96,14.41,7.75,21.68,16.87,2.24,1.79,7.47,3,8.86,2.26,5.71,0.58,3.14,2.49,1.38
2014,AB Core Opportunities A,ADGAX,S&P 500 TR USD,53,75,"66,108",2.98,14.67,19.25,2.3,30.15,16.98,9.96,21.82,17.51,2.78,2.28,12.78,1.29,12.33,17.64,9.32,8.07,4.72,5.36,1.38
2014,Russell Inv Tax-Managed US Large Cap S,RETSX,S&P 500 TR USD,319,63,"66,196",2.64,12.32,18.83,1.76,37.52,13.71,7.54,20.03,17.51,2.38,1.75,7.57,1.82,10.68,12.03,7.8,1.03,8.32,0.55,1.38
2014,GE RSP U.S. Equity,GESSX,S&P 500 TR USD,104,41,"66,301",2.48,11.7,18.48,1.77,35.84,13.39,6.83,17.07,17.45,2.23,1.73,6.79,1.75,10.88,12.71,7.04,0.22,8.68,-2.05,1.38
2014,Fidelity,FFIDX,S&P 500 TR USD,96,93,"66,797",2.85,13.99,20.71,2.15,33.89,15.41,8.36,19.89,17.8,2.67,2.17,7.01,1.42,12.42,15.92,7.7,2.54,11.35,3.35,1.38
2014,Matrix Advisors Value,MAVFX,S&P 500 TR USD,37,41,"66,981",2,9.19,16.29,1.9,34.87,14.93,6.26,15.43,15.11,2,1.92,5.21,2.26,9.08,6.95,5.62,1.63,11.23,-8.27,1.38
2014,State Street Instl US Equity Inv,SUSIX,S&P 500 TR USD,100,38,"67,080",2.48,11.61,18.58,1.78,35.57,13.67,6.86,17.84,17.44,2.2,1.73,6.81,1.77,10.93,12.76,7.04,-0.32,8.63,-1.91,1.38
2014,American Funds Fundamental Invs A,ANCFX,S&P 500 TR USD,248,29,"67,520",2.8,12.23,19.17,1.98,39.76,13.44,7.23,20.16,17.72,2.4,1.93,7.57,1.99,10.93,7.28,7.41,2.13,5.88,3.38,1.38
2014,Dodge & Cox Stock,DODGX,S&P 500 TR USD,69,17,"67,715",2.03,10.23,17.97,1.69,34.85,12.94,5.6,16.38,16.19,1.94,1.67,6.81,1.86,9.98,5.15,5.28,3.06,3.57,-4.49,1.38
2014,FidelityÂ Growth & Income,FGRIX,S&P 500 TR USD,183,41,"68,024",2.39,11.28,18.01,1.94,40.32,15.41,7.69,21.59,15.99,2.29,1.89,5.35,2.58,9.49,9.12,6.7,3.93,4.06,-2.28,1.38
2014,Deutsche CROCIÂ Equity Dividend A,KDHAX,S&P 500 TR USD,44,132,"68,102",3.06,10.73,16.64,1.86,36.59,14.29,9.47,24.48,15.96,2.75,1.83,9.77,3.15,7.96,6.24,8,2.67,4.81,-7.16,1.38
2014,Fidelity AdvisorÂ Growth & Income I,FGIOX,S&P 500 TR USD,184,44,"68,105",2.39,11.28,18.01,1.94,40.32,15.41,7.69,21.59,16,2.29,1.89,5.35,2.58,9.48,9.12,6.7,3.93,4.05,-2.35,1.38
2014,Natixis US Equity Opportunities A,NEFSX,S&P 500 TR USD,65,93,"68,374",2.87,14.01,21.53,2.46,30.48,17.03,10.24,20.41,18.93,2.58,2.39,6.81,1.52,11.03,-0.04,7.78,-1.03,9.15,5.86,1.38
2014,Sims Total Return,SIMFX,S&P 500 TR USD,25,14,"68,386",1.91,7.91,14.27,1.86,35.09,15.06,6.32,17.61,15.68,1.89,1.88,5.49,3.46,8.22,11.85,1.3,0.26,-3.67,-5.67,1.38
2014,Eaton Vance Dividend Builder A,EVTMX,S&P 500 TR USD,78,93,"68,488",2.91,10.65,17.4,1.85,39.02,16.34,8.45,24.12,16.23,2.77,1.81,7.34,2.69,8.78,12.95,7.63,6.15,3.42,2.91,1.38
2014,Highland Premier Growth Equity Y,HPEYX,S&P 500 TR USD,38,20,"69,165",3.87,13.55,23.38,2.84,33.38,16.61,8.96,20.13,21.69,2.89,2.64,12.77,1.23,13.81,13.1,13.74,10.06,5.66,3.28,1.38
2014,State Street Instl Premier Growth Eq Inv,SSPGX,S&P 500 TR USD,38,21,"69,165",3.87,13.55,23.38,2.84,33.38,16.61,8.96,20.13,21.69,2.89,2.64,12.77,1.23,13.81,13.1,13.74,10.06,5.66,3.58,1.38
2014,Sentinel Balanced A,SEBLX,S&P 500 TR USD,178,94,"69,533",3.21,11.6,18,2.18,37.13,16.72,9.16,25.73,16.96,2.98,2.09,8.29,2.36,9.2,10.27,8.1,6.07,5.92,-0.28,1.38
2014,Schroder North American Equity Inv,SNAEX,S&P 500 TR USD,439,48,"69,754",2.69,11.19,17.22,1.77,35.33,15.25,9.12,23.51,16.17,2.45,1.73,7.25,2.23,9.33,9.94,7.66,2.84,6.8,0.08,1.38
2014,Voya Multi-Manager Large Cp Core Port I,IPPIX,S&P 500 TR USD,101,44,"69,797",2.5,11.16,18.6,1.99,35.25,14.13,7.54,19.8,16.97,2.33,1.98,6.88,1.85,9.99,11.02,7.26,2.63,2.83,-0.35,1.38
2014,Franklin Equity Income A,FISEX,S&P 500 TR USD,66,20.15,"70,136",2.63,10.31,17.65,1.58,40.58,13.04,7.76,23.8,16.17,2.12,1.56,6.89,3.01,8.22,3.21,8.14,3.55,3.82,-0.9,1.38
2014,WesMark Balanced,WMBLX,S&P 500 TR USD,134,18,"70,144",2.75,10.92,17.32,1.39,38.05,14.14,8.07,23.49,15.87,2.57,1.38,8.23,2.51,9.14,9.58,7.7,3.13,5.64,-1.94,1.38
2014,Northern Large Cap Equity,NOGEX,S&P 500 TR USD,58,32.52,"70,576",2.22,11.38,19.29,1.49,34.94,13.27,7.77,18.28,15.63,2.01,1.5,5.46,1.74,10.5,0.57,9.79,1.89,3.34,0.31,1.38
2014,RMB A,RMBHX,S&P 500 TR USD,46,24,"70,696",3.62,15.33,21.22,1.86,34.95,11.73,8.39,20.36,20.62,3.3,1.7,9.82,1.79,12.71,25.65,9.8,12.26,0.36,1.52,1.38
2014,FidelityÂ Dividend Growth,FDGFX,S&P 500 TR USD,122,99,"70,771",2.62,11.41,18.19,1.62,37.97,15.25,8.08,22.53,15.93,2.44,1.59,6.36,2.37,9.28,9.86,6.88,4.42,6.81,-0.63,1.38
2014,GAMCO Growth AAA,GABGX,S&P 500 TR USD,99,34,"70,834",4,14.55,21.25,2.25,32.62,15.64,10.91,25.09,19.99,3.23,2.25,10.48,1.22,13,15.27,11.78,2.66,10.62,5.11,1.38
2014,Fidelity AdvisorÂ Dividend Growth I,FDGIX,S&P 500 TR USD,126,106,"70,956",2.62,11.41,18.19,1.63,37.96,15.27,8.09,22.56,15.93,2.44,1.6,6.35,2.37,9.29,9.86,6.88,4.42,6.8,-0.78,1.38
2014,GuideStone Funds Equity Index Instl,GEQYX,S&P 500 TR USD,492,5,"71,186",2.71,11.37,18.54,1.78,35.99,14.15,8.2,21.55,17.11,2.47,1.75,7.64,2.04,9.88,8.15,7.61,2.96,6.31,0.92,1.38
2014,Victory Diversified Stock A,SRVEX,S&P 500 TR USD,47,70,"71,556",2.34,12.04,21.68,1.8,33.49,12.12,6.89,17.6,17.3,2.27,1.77,5.9,1.97,9.43,12.08,5.18,4.52,0.6,-2.9,1.38
2014,VALIC Company I Growth & Income,VCGAX,S&P 500 TR USD,206,169,"71,603",2.63,11.71,19.45,1.77,34.63,13.81,7.86,19.31,17.42,2.48,1.75,8.2,1.85,10.71,8.56,7.1,3.89,7.55,-0.09,1.38
2014,State Street Instl S&P 500 Index Inv,SIDIX,S&P 500 TR USD,506,16,"71,608",2.72,11.49,18.64,1.8,36.61,14.24,8.25,21.6,17.2,2.49,1.77,7.78,2.09,9.73,8.13,7.56,3.08,6.4,1.39,1.38
2014,SEI S&P 500 Index E (SIMT),TRQIX,S&P 500 TR USD,505,10,"71,720",2.73,11.5,18.65,1.8,36.62,14.24,8.25,21.61,17.21,2.49,1.78,7.79,2.09,9.73,8.13,7.55,3.07,6.37,1.23,1.38
2014,Transamerica Multi-Mgd Balanced A,IBALX,S&P 500 TR USD,641,102,"71,724",2.61,11.7,19.41,1.77,34.63,13.8,7.84,19.27,17.41,2.45,1.75,8.11,1.85,10.71,8.41,7.09,2.92,7.55,-0.2,1.38
2014,QS S&P 500 Index A,SBSPX,S&P 500 TR USD,504,12,"71,729",2.73,11.5,18.65,1.8,36.59,14.23,8.25,21.61,17.21,2.49,1.78,7.8,2.09,9.73,8.09,7.55,3.06,6.41,0.82,1.38
2014,Victory Inst Diversified Stock,VIDSX,S&P 500 TR USD,47,79,"71,756",2.34,12.04,21.67,1.81,33.57,12.12,6.89,17.63,17.3,2.28,1.78,5.9,1.98,9.44,11.99,5.2,4.54,0.55,-3.01,1.38
2014,Oakmark Investor,OAKMX,S&P 500 TR USD,59,25,"71,829",2.07,10.58,18.23,1.72,34.48,14.61,7.38,18.28,15.94,1.97,1.75,5.33,1.82,10.29,0.55,6.76,-3.44,9.52,-3.95,1.38
2014,T. Rowe Price Equity Index 500,PREIX,S&P 500 TR USD,510,5.7,"71,934",2.73,11.5,18.64,1.8,36.63,14.24,8.25,21.62,17.21,2.49,1.78,7.8,2.09,9.73,8.15,7.56,3.09,6.38,1.11,1.38
2014,VALIC Company I Stock Index,VSTIX,S&P 500 TR USD,509,4,"71,962",2.73,11.51,18.65,1.8,36.61,14.25,8.25,21.62,17.21,2.49,1.78,7.8,2.09,9.73,8.16,7.56,3.08,6.39,1.05,1.38
2014,Dreyfus S&P 500 Index,PEOPX,S&P 500 TR USD,505,3.56,"71,964",2.73,11.5,18.65,1.8,36.61,14.24,8.24,21.6,17.21,2.49,1.78,7.79,2.09,9.73,8.14,7.56,3.06,6.39,0.91,1.38
2014,Transamerica Partners Balanced,DVIBX,S&P 500 TR USD,610,92,"71,976",2.61,11.72,19.41,1.77,34.62,13.83,7.86,19.3,17.41,2.45,1.75,8.11,1.85,10.72,8.44,7.12,2.94,7.58,-0.08,1.38
2014,TIAA-CREF S&P 500 Index Instl,TISPX,S&P 500 TR USD,504,9,"72,027",2.73,11.51,18.65,1.8,36.6,14.25,8.25,21.61,17.22,2.49,1.78,7.8,2.09,9.73,8.15,7.56,3.07,6.38,1.35,1.38
2014,Invesco S&P 500 Index Y,SPIDX,S&P 500 TR USD,506,5,"72,083",2.73,11.51,18.65,1.8,36.61,14.25,8.25,21.62,17.22,2.49,1.78,7.8,2.09,9.73,8.14,7.56,3.08,6.39,1.08,1.38
2014,Vanguard Institutional Index I,VINIX,S&P 500 TR USD,511,4,"72,091",2.73,11.51,18.65,1.8,36.61,14.25,8.25,21.62,17.22,2.49,1.78,7.8,2.09,9.73,8.14,7.56,3.08,6.39,1.37,1.38
2014,Mutual of America Instl Equity Index,MAEQX,S&P 500 TR USD,508,13.69,"72,092",2.73,11.51,18.65,1.8,36.62,14.25,8.25,21.62,17.22,2.49,1.78,7.8,2.09,9.73,8.14,7.56,3.08,6.38,1.34,1.38
2014,Rydex S&P 500 2x Strategy H,RYTNX,S&P 500 TR USD,507,396,"72,092",2.73,11.51,18.65,1.8,36.61,14.25,8.25,21.62,17.22,2.49,1.78,7.8,2.09,9.73,8.14,7.56,3.08,6.39,-2.03,1.38
2014,Northern Stock Index,NOSIX,S&P 500 TR USD,503,8.16,"72,092",2.73,11.51,18.65,1.8,36.61,14.25,8.25,21.62,17.22,2.49,1.78,7.8,2.09,9.73,8.14,7.56,3.07,6.39,1.29,1.38
2014,Columbia Large Cap Index Z,NINDX,S&P 500 TR USD,505,3,"72,093",2.73,11.51,18.65,1.8,36.61,14.25,8.25,21.62,17.22,2.49,1.78,7.8,2.09,9.73,8.14,7.56,3.08,6.39,1.23,1.38
2014,Rydex Nova Inv,RYNVX,S&P 500 TR USD,507,259,"72,093",2.73,11.51,18.65,1.8,36.61,14.25,8.25,21.62,17.22,2.49,1.78,7.8,2.09,9.73,8.14,7.56,3.08,6.39,-0.39,1.38
2014,Wells Fargo Index Admin,WFIOX,S&P 500 TR USD,508,5,"72,093",2.73,11.51,18.65,1.8,36.61,14.25,8.25,21.62,17.22,2.49,1.78,7.8,2.09,9.73,8.14,7.56,3.08,6.39,1.16,1.38
2014,PIMCO StocksPLUSÂ Absolute Return Instl,PSPTX,S&P 500 TR USD,637,392,"72,093",2.73,11.51,18.65,1.8,36.61,14.25,8.25,21.62,17.22,2.49,1.78,7.8,2.09,9.73,8.14,7.56,3.08,6.39,-2.16,1.38
2014,FidelityÂ 500 Index Investor,FUSEX,S&P 500 TR USD,507,4,"72,093",2.73,11.51,18.65,1.8,36.61,14.25,8.25,21.62,17.22,2.49,1.78,7.8,2.09,9.73,8.14,7.56,3.08,6.39,1.31,1.38
2014,JPMorgan Equity Index I,HLEIX,S&P 500 TR USD,503,5,"72,094",2.73,11.51,18.65,1.8,36.61,14.25,8.25,21.62,17.22,2.49,1.78,7.8,2.09,9.73,8.14,7.56,3.08,6.39,1.19,1.38
2014,Voya Growth and Income Port I,IIVGX,S&P 500 TR USD,65,87,"72,094",2.64,11.8,18.92,1.9,35.73,14.93,7.8,21.61,16.75,2.48,1.88,7.39,2.65,9.06,10.28,7,3.61,2.33,-1.43,1.38
2014,Nationwide S&P 500 Index Instl Svc,GRISX,S&P 500 TR USD,505,3.76,"72,095",2.73,11.51,18.65,1.8,36.61,14.25,8.25,21.62,17.22,2.49,1.78,7.8,2.09,9.73,8.14,7.56,3.08,6.39,0.99,1.38
2014,DFA US Large Company I,DFUSX,S&P 500 TR USD,505,3,"72,097",2.73,11.51,18.65,1.8,36.61,14.25,8.25,21.62,17.22,2.49,1.78,7.8,2.09,9.73,8.14,7.56,3.08,6.39,1.38,1.38
2014,Vanguard 500 Index Investor,VFINX,S&P 500 TR USD,512,3,"72,098",2.73,11.51,18.65,1.8,36.61,14.25,8.25,21.62,17.22,2.49,1.78,7.8,2.09,9.73,8.14,7.56,3.08,6.39,1.25,1.38
2014,Great-West S&P 500Â Index Investor,MXVIX,S&P 500 TR USD,506,5,"72,098",2.74,11.52,18.66,1.81,36.59,14.27,8.26,21.64,17.23,2.5,1.79,7.8,2.09,9.73,8.16,7.56,3,6.38,0.75,1.38
2014,MM S&P 500Â Index Svc,MMIEX,S&P 500 TR USD,507,5,"72,100",2.73,11.51,18.65,1.8,36.61,14.24,8.25,21.61,17.22,2.49,1.78,7.8,2.09,9.73,8.13,7.56,3.08,6.39,1.05,1.38
2014,DFA Enhanced US Large Company I,DFELX,S&P 500 TR USD,77,202,"72,125",2.73,11.51,18.65,1.8,36.61,14.25,8.25,21.62,17.21,2.49,1.78,7.8,2.09,9.73,8.15,7.57,3.08,6.39,1.08,1.38
2014,MainStay S&P 500 Index I,MSPIX,S&P 500 TR USD,506,4,"72,126",2.73,11.51,18.65,1.8,36.61,14.25,8.25,21.62,17.22,2.49,1.78,7.8,2.09,9.73,8.15,7.56,3.08,6.39,1.07,1.38
